dataset,total,correct,false_positive,false_negative,reject_levels,level_weights,time,pre_processing_time
fruit,159,158,1,0,"[array([25], dtype=int32)]",[array([3.4980511])],"[0.003385147, 0.00294263, 0.003331727, 0.004229566, 0.005064956, 0.004487219, 0.004796899, 0.006865412, 0.004002383, 0.003069285, 0.004181921, 0.004205926, 0.003670316, 0.003685663, 0.003236907, 0.003047768, 0.003078221, 0.003009453, 0.004985073, 0.003579585, 0.003224166, 0.003462083, 0.005937021, 0.004076416, 0.003584694, 0.004373157, 0.005374309, 0.003310455, 0.006031106, 0.002570644, 0.004292083, 0.00591268, 0.00369222, 0.004660031, 0.004290653, 0.005984313, 0.003596103, 0.003442416, 0.003266978, 0.0052024, 0.004605947, 0.004613982, 0.004947941, 0.003167439, 0.002933537, 0.002873214, 0.003679434, 0.002677233, 0.003433378, 0.003979273, 0.006224374, 0.009475384, 0.004863252, 0.004870355, 0.002656633, 0.002788539, 0.003168502, 0.006013234, 0.002775199, 0.003039678, 0.003288393, 0.003653107, 0.00502852, 0.004416642, 0.003369403, 0.003139847, 0.003436941, 0.0024137, 0.003498571, 0.00269253, 0.004413255, 0.0047124, 0.004182183, 0.003705752, 0.00284829, 0.004930128, 0.004756495, 0.003968642, 0.002651752, 0.005291812, 0.003297737, 0.002908443, 0.009936784, 0.004001862, 0.003111778, 0.004773099, 0.003554613, 0.004381593, 0.004702607, 0.004627833, 0.003591272, 0.004653501, 0.003205957, 0.007129293, 0.002597322, 0.002641074, 0.003053019, 0.003798208, 0.003153913, 0.00365975, 0.011363939, 0.003247291, 0.007152022, 0.002986293, 0.003385062, 0.003123669, 0.007165949, 0.003419427, 0.004077812, 0.002982863, 0.008373408, 0.004024843, 0.002999869, 0.006169996, 0.003273808, 0.003424515, 0.003750311, 0.004758725, 0.003368644, 0.004837761, 0.003980463, 0.002903595, 0.004808503, 0.010104732, 0.010022129, 0.005896632, 0.003153517, 0.003246675, 0.006981489, 0.004911132, 0.003186556, 0.004265887, 0.010137074, 0.008067031, 0.004317838, 0.004799185, 0.004039763, 0.00302316, 0.005422101, 0.003603752, 0.004989946, 0.003230202, 0.003118102, 0.005453612, 0.003104905, 0.003991402, 0.004117847, 0.00749214, 0.003255624, 0.003357739, 0.003934064, 0.003325498, 0.003734313, 0.004996731, 0.003528317, 0.002466293, 0.003541228, 0.00290108, 0.004373707]","[0.000130411, 0.000122411, 0.000123358, 0.000121526, 0.000125804, 0.000130008, 0.000127044, 0.000122549, 0.00012239, 0.000157259, 0.000123605, 0.00012398, 0.000129029, 0.000118203, 0.000125603, 0.000126419, 0.000125314, 0.000124415, 0.000126415, 0.000129257, 0.000125248, 0.00012119, 0.000126852, 0.000122184, 0.000122424, 0.000124276, 0.000118821, 0.000143182, 0.000125603, 0.000124527, 0.000152895, 0.000123255, 0.00012577, 0.000124076, 0.000127685, 0.000127339, 0.000125622, 0.000121023, 0.000125225, 0.000124844, 0.000125182, 0.000127797, 0.000124139, 0.00012394, 0.000124439, 0.000142454, 0.000122359, 0.000121794, 0.00016765, 0.000120675, 0.00012542, 0.000126745, 0.000125304, 0.000123195, 0.000124643, 0.000121467, 0.000123356, 0.000123671, 0.000127088, 0.000125312, 0.00012362, 0.000133049, 0.000124308, 0.000122287, 0.000133951, 0.000124091, 0.000125027, 0.000126825, 0.000126286, 0.00012777, 0.000127116, 0.000127183, 0.000156312, 0.00012486, 0.000127266, 0.000125376, 0.000125496, 0.000124654, 0.000120953, 0.000123893, 0.000126892, 0.000127538, 0.000126411, 0.000125799, 0.000126753, 0.000121642, 0.00012589, 0.000125762, 0.00012694, 0.000148764, 0.000128257, 0.000129301, 0.00012365, 0.000124622, 0.000127221, 0.000125084, 0.000128976, 0.000124445, 0.000125261, 0.00012176, 0.000127835, 0.00012405, 0.000124209, 0.000124696, 0.000125736, 0.000122217, 0.000125753, 0.000122738, 0.000125462, 0.000125424, 0.000129645, 0.000126314, 0.000122291, 0.000125199, 0.00011845, 0.000125082, 0.000125358, 0.000123029, 0.000124426, 0.000122276, 0.000124723, 0.000123751, 0.000128135, 0.000125553, 0.000127392, 0.000129639, 0.000127249, 0.000124918, 0.000125137, 0.00013047, 0.000124124, 0.00012176, 0.000124937, 0.000127217, 0.000126213, 0.000126662, 0.000123086, 0.000125413, 0.000126327, 0.000123562, 0.000124747, 0.000125656, 0.000125995, 0.000125117, 0.000129502, 0.000127079, 0.000123502, 0.000124834, 0.000130726, 0.000122855, 0.000125635, 0.000124589, 0.000125548, 0.000123948, 0.000127354, 0.000126856, 0.00012566, 0.000124545, 0.000127839]"
forest,127,101,29,0,"[array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32)]","[array([3.54929303]), array([1.58575808]), array([2.91182114]), array([2.16188603]), array([1.75375296]), array([4.99058598]), array([1.54098511]), array([2.25299711]), array([0.12185811]), array([0.60769007]), array([3.57613311]), array([1.24557098]), array([-0.06836804]), array([5.00590809]), array([3.61533704]), array([2.85941699]), array([-0.51599878]), array([-0.60550997]), array([0.69360111]), array([0.87771012]), array([0.21195213]), array([0.92169206]), array([2.00165608]), array([0.79943596]), array([-1.62285489]), array([3.714093])]","[0.031946583, 0.006174663, 0.035369473, 0.027275127, 0.034785943, 0.028404103, 0.026012512, 0.017909378, 0.031438146, 0.032603136, 0.032045319, 0.032638795, 0.026757718, 0.022446332, 0.024621892, 0.042041336, 0.038687978, 0.026791047, 0.030166654, 0.03342362, 0.014562019, 0.024484966, 0.016821632, 0.035549489, 0.026091111, 0.02553934, 0.021562493, 0.038909301, 0.029476881, 0.035013344, 0.024282502, 0.030041374, 0.028136509, 0.026365384, 0.035044326, 0.031578221, 0.032422267, 0.028813415, 0.026659051, 0.016781998, 0.03064725, 0.022133852, 0.031801032, 0.02608641, 0.024209534, 0.024135195, 0.040048416, 0.021271125, 0.040694183, 0.031611249, 0.033693839, 0.012749521, 0.03225193, 0.029117165, 0.029529945, 0.029146588, 0.032640945, 0.031005087, 0.032646057, 0.02631384, 0.038754584, 0.025609347, 0.023519311, 0.02899337, 0.031426918, 0.030525636, 0.039063952, 0.029959275, 0.032549587, 0.021681343, 0.025491036, 0.024490398, 0.035989828, 0.026701382, 0.01726207, 0.039570861, 0.017911315, 0.027039872, 0.031900732, 0.012981169, 0.032134582, 0.01520364, 0.02974062, 0.043651612, 0.041442333, 0.021068877, 0.030748357, 0.023873989, 0.023232877, 0.023939543, 0.026429135, 0.018093459, 0.035678712, 0.030541407, 0.025474302, 0.023715038, 0.031090118, 0.039797766, 0.028828323, 0.029903018, 0.023771723, 0.034203387, 0.031194359, 0.033793939, 0.024319926, 0.025295907, 0.022861946, 0.034804357, 0.0264728, 0.037322825, 0.030846209, 0.016135384, 0.028132216, 0.020146558, 0.021912636, 0.039993028, 0.026309343, 0.035298523, 0.026790237, 0.034590075, 0.029447406, 0.025408447, 0.029334554, 0.034652215, 0.036193637, 0.05265216, 0.044605507]","[0.000163554, 0.000133883, 0.000137941, 0.000137285, 0.00013532, 0.000135631, 0.00013383, 0.00013475, 0.000140977, 0.000134799, 0.000140825, 0.000136577, 0.000135235, 0.000132625, 0.000139116, 0.000134314, 0.000135164, 0.000145306, 0.000136328, 0.000135161, 0.000134437, 0.00013444, 0.000135402, 0.000135861, 0.000138003, 0.000157198, 0.000135292, 0.000136708, 0.00013852, 0.000136851, 0.000135518, 0.000134383, 0.000138111, 0.000136082, 0.000133935, 0.000136336, 0.000152639, 0.000142958, 0.000135603, 0.000132029, 0.000139301, 0.000136363, 0.000135395, 0.000133592, 0.000136602, 0.000138283, 0.000136567, 0.000133497, 0.000138707, 0.000135687, 0.000136231, 0.000135391, 0.000136761, 0.000140663, 0.000132233, 0.000136166, 0.000141465, 0.000134195, 0.00013699, 0.000133238, 0.000135936, 0.000132374, 0.000136134, 0.000137967, 0.000136408, 0.000136672, 0.00013694, 0.000134866, 0.000143441, 0.000134879, 0.00013671, 0.000132362, 0.000133712, 0.000132286, 0.000142458, 0.000138009, 0.000144848, 0.000144749, 0.000139254, 0.000133908, 0.000140583, 0.000136106, 0.000132337, 0.000137172, 0.000134385, 0.000135818, 0.000133392, 0.000136364, 0.000134916, 0.000136815, 0.000137016, 0.00013583, 0.000135769, 0.00013313, 0.000286529, 0.0001371, 0.000132088, 0.000139081, 0.000137845, 0.000137663, 0.000132248, 0.000134079, 0.000133395, 0.000191221, 0.000134533, 0.000135075, 0.000133161, 0.000136041, 0.000140186, 0.000133995, 0.000136387, 0.000135539, 0.000131461, 0.000135509, 0.000136153, 0.000138735, 0.000139001, 0.00013472, 0.000134136, 0.00013271, 0.000138115, 0.000133594, 0.000132904, 0.000135755, 0.000134271, 0.000137856, 0.00015643]"
cat,258,145,165,0,"[array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32), array([25], dtype=int32)]","[array([5.42199812]), array([-0.62446699]), array([2.39951504]), array([1.67444507]), array([-1.70517289]), array([1.85029224]), array([-0.16484695]), array([0.67930604]), array([4.47867305]), array([1.79335307]), array([-0.79460187]), array([3.6343521]), array([-0.37391994]), array([3.41269216]), array([1.81355913]), array([2.13298802]), array([0.62258913]), array([1.18821106]), array([3.34142011]), array([1.29770607]), array([3.72991515]), array([8.47343407]), array([0.46069012]), array([5.26762406]), array([1.51547106]), array([0.27167507]), array([1.36878807]), array([1.51272904]), array([3.50616898]), array([0.50071812]), array([-0.38900389]), array([5.11125397]), array([2.056944]), array([2.43506212]), array([1.28823914]), array([2.35582607]), array([0.29832807]), array([3.43061003]), array([-0.57814696]), array([0.79636816]), array([1.4021961]), array([2.16074905]), array([2.80834811]), array([2.42970013]), array([2.75793505]), array([1.58228903]), array([3.83286496]), array([1.50717716]), array([4.65701908]), array([2.37450707]), array([-0.4952459]), array([3.23427604]), array([3.35511318]), array([0.60175989]), array([2.64485509]), array([1.91707312]), array([0.10334204]), array([0.36345096]), array([4.64168706]), array([1.32957017]), array([2.30158897]), array([5.33684016]), array([1.96804703]), array([2.68236107]), array([1.16811115]), array([1.30472297]), array([0.11914402]), array([0.3870431]), array([7.33039209]), array([0.26575704]), array([0.12262701]), array([0.91196208]), array([0.48678704]), array([0.90679103]), array([2.95636109]), array([5.62575805]), array([1.4245401]), array([1.51662602]), array([-0.05854788]), array([0.05431907]), array([4.16293615]), array([3.81655797]), array([0.49252105]), array([3.43607511]), array([1.48582813]), array([1.02825209]), array([0.90539007]), array([1.61015209]), array([1.37432606]), array([4.47922201]), array([5.91887612]), array([-0.50980594]), array([3.42562803]), array([1.39802413]), array([0.90577615]), array([5.61028905]), array([1.94507599]), array([-1.18558299]), array([4.22087301]), array([1.45846503]), array([5.00484114]), array([1.96695404]), array([-0.60387395]), array([0.7472171]), array([2.07698606]), array([0.78381016]), array([0.96242106]), array([6.91171495]), array([2.82555308]), array([2.13724312]), array([0.9747181]), array([2.14146607]), array([6.02632211])]","[0.081642694, 0.164453227, 0.016901813, 0.143166779, 0.057894642, 0.037466998, 0.073358779, 0.032633036, 0.074045079, 0.106190469, 0.035806278, 0.11264584, 0.181051373, 0.122354452, 0.114113578, 0.089527711, 0.276620356, 0.092001788, 0.04397214, 0.050878383, 0.041258184, 0.031686927, 0.21032128, 0.224239112, 0.122307779, 0.281178945, 0.012802348, 0.074069252, 0.225639311, 0.2522556, 0.227141325, 0.045583151, 0.085183225, 0.134502236, 0.214954099, 0.153990497, 0.168457937, 0.040439018, 0.201072102, 0.072702771, 0.117258766, 0.144742043, 0.060559429, 0.054477082, 0.120428038, 0.064423203, 0.092594338, 0.185333777, 0.010782668, 0.159000746, 0.107367231, 0.182957006, 0.126533491, 0.083333774, 0.028221675, 0.075027018, 0.060318347, 0.086823024, 0.152435913, 0.062932488, 0.090642915, 0.029279015, 0.090254206, 0.136604916, 0.069540642, 0.252851653, 0.049485467, 0.073035129, 0.220310324, 0.044156056, 0.174408203, 0.105180884, 0.112781872, 0.029606814, 0.199979882, 0.042088613, 0.113429512, 0.030426828, 0.153624109, 0.124088023, 0.04367133, 0.065680281, 0.059494769, 0.111690078, 0.082825809, 0.121161959, 0.096352885, 0.027932596, 0.088653088, 0.162114282, 0.031350345, 0.135794094, 0.041668248, 0.060709047, 0.018034985, 0.216259145, 0.035366419, 0.026668298, 0.191629368, 0.153518186, 0.177131835, 0.182494494, 0.026774067, 0.239879769, 0.10288367, 0.23580156, 0.112889516, 0.024562434, 0.090574379, 0.095881755, 0.15931093, 0.329338746, 0.072540503, 0.06079839, 0.142735062, 0.181194218, 0.252030871, 0.027910712, 0.141221684, 0.080837027, 0.072366549, 0.303920811, 0.142595623, 0.067171702, 0.103809337, 0.197976755, 0.220024717, 0.033848598, 0.060291303, 0.132771633, 0.179550437, 0.123705394, 0.151724975, 0.091354207, 0.154817391, 0.106408981, 0.124348812, 0.154933044, 0.083010226, 0.115266349, 0.085091418, 0.062439253, 0.137168166, 0.060128186, 0.193791967, 0.114659712, 0.239700711, 0.053523892, 0.02820747, 0.086418425, 0.136487433, 0.027521922, 0.014330426, 0.116756716, 0.135845873, 0.094287757, 0.138070254, 0.216304705, 0.137925209, 0.079619518, 0.017719666, 0.215464631, 0.160795889, 0.049357089, 0.094897076, 0.074927672, 0.091223854, 0.079280579, 0.015833429, 0.092378793, 0.098448325, 0.236416292, 0.208326802, 0.039385702, 0.082650328, 0.048398308, 0.05853234, 0.067097748, 0.278833994, 0.091455345, 0.146314671, 0.229885916, 0.084163918, 0.100194455, 0.042849532, 0.153730986, 0.169801495, 0.134841887, 0.005139256, 0.212601477, 0.028041448, 0.101084372, 0.031534822, 0.0900264, 0.061099209, 0.019069575, 0.132248245, 0.041425549, 0.100868283, 0.06010148, 0.069355183, 0.065787753, 0.121644705, 0.012657772, 0.062962249, 0.023688763, 0.193565773, 0.118829296, 0.058865001, 0.050232383, 0.051371767, 0.072716767, 0.065033381, 0.039746482, 0.174044464, 0.133993354, 0.030106758, 0.180565892, 0.023478729, 0.046704838, 0.117968806, 0.032977431, 0.236165047, 0.14351371, 0.083517334, 0.022294853, 0.050235527, 0.016594048, 0.081717678, 0.21313453, 0.180647845, 0.0279337, 0.049616125, 0.084187568, 0.106903767, 0.145376519, 0.007636758, 0.067582349, 0.00733177, 0.090200505, 0.09985501, 0.040511, 0.121607287, 0.087338753, 0.067106788, 0.060873731, 0.091092581, 0.043531129, 0.031319639, 0.141937696, 0.115717523, 0.166410907, 0.066591209, 0.123890324, 0.055471284, 0.010711233, 0.029740124, 0.065546]","[0.000242416, 0.000218211, 0.000141142, 0.000260336, 0.000221014, 0.000141045, 0.000193806, 0.000165199, 0.00021352, 0.000223635, 0.000188496, 0.000266966, 0.000326758, 0.000275774, 0.000239322, 0.00022092, 0.000291747, 0.000288351, 0.000233167, 0.000199401, 0.000187147, 0.000152525, 0.000307069, 0.00024192, 0.000266451, 0.000312455, 0.000129231, 0.000152879, 0.000302845, 0.000321101, 0.000251158, 0.000203515, 0.000227744, 0.000285642, 0.000240275, 0.000215931, 0.000291042, 0.000211286, 0.000272418, 0.000180542, 0.000305389, 0.000254915, 0.000265095, 0.000203128, 0.000300052, 0.000202236, 0.000231276, 0.000262357, 0.000135084, 0.000253854, 0.000242587, 0.000231567, 0.000224497, 0.000206985, 0.000173706, 0.00020505, 0.000198987, 0.000304599, 0.000245443, 0.000171479, 0.000249769, 0.000171899, 0.000226342, 0.000280947, 0.000211638, 0.000251749, 0.000212733, 0.000279212, 0.000289035, 0.00016606, 0.000235256, 0.000204662, 0.000243368, 0.000147481, 0.000255936, 0.000210915, 0.000281822, 0.000168229, 0.000464333, 0.000272753, 0.000158269, 0.000216649, 0.000239767, 0.000252248, 0.000312134, 0.000231303, 0.000272787, 0.00021186, 0.000287768, 0.000267739, 0.000143838, 0.000230017, 0.000168806, 0.000168559, 0.000144264, 0.000300968, 0.000148785, 0.000187208, 0.000258906, 0.000292711, 0.000251697, 0.00022553, 0.000151053, 0.00024865, 0.000263051, 0.000256195, 0.00025717, 0.000130862, 0.000236838, 0.000223789, 0.000241779, 0.000341235, 0.0001988, 0.00021333, 0.000291811, 0.000272419, 0.000302272, 0.00018944, 0.00025613, 0.000243095, 0.000246893, 0.000320905, 0.000228769, 0.00021376, 0.000283879, 0.000289927, 0.000290825, 0.000176222, 0.000172188, 0.000225078, 0.000248639, 0.000221169, 0.000215137, 0.000253316, 0.000258046, 0.000227234, 0.000260918, 0.000293603, 0.00022755, 0.000257423, 0.000224205, 0.000214149, 0.000260693, 0.000193015, 0.000352078, 0.000265462, 0.000243979, 0.00015004, 0.000149097, 0.000231023, 0.000171631, 0.000169183, 0.000181415, 0.000221882, 0.000292355, 0.000191104, 0.000253502, 0.000257723, 0.000278632, 0.000210967, 0.00012929, 0.000315654, 0.000257565, 0.000199033, 0.00024154, 0.000165085, 0.000217135, 0.000253577, 0.000130275, 0.000224274, 0.000194144, 0.000311726, 0.000265161, 0.000187417, 0.000219361, 0.000284558, 0.000208672, 0.0001843, 0.00032686, 0.000198846, 0.000229533, 0.000275842, 0.00020712, 0.000218042, 0.000172519, 0.000302517, 0.00021854, 0.000247888, 0.000128531, 0.000235361, 0.000164718, 0.000254272, 0.000150867, 0.000219178, 0.000160531, 0.000140171, 0.000217559, 0.000236507, 0.000203247, 0.000214228, 0.00018321, 0.000218749, 0.000316832, 0.000131826, 0.000198148, 0.000177044, 0.000281462, 0.000349303, 0.000197318, 0.000218386, 0.000168407, 0.000249628, 0.000194991, 0.000262266, 0.00026838, 0.000295635, 0.000182602, 0.00026057, 0.00015335, 0.000169057, 0.000207696, 0.000182911, 0.000368513, 0.000295329, 0.000227103, 0.000137678, 0.00019264, 0.000131887, 0.000260925, 0.0002638, 0.000325908, 0.000154864, 0.000185722, 0.000269528, 0.000197318, 0.000307598, 0.000150671, 0.000174576, 0.000129269, 0.000214524, 0.000204037, 0.000167987, 0.00022571, 0.00023172, 0.000250577, 0.000212878, 0.000209992, 0.000213062, 0.000140707, 0.000256488, 0.000234079, 0.000260971, 0.000164712, 0.000220327, 0.000165747, 0.000130692, 0.00019618, 0.000202369]"
