Sigma,dataset,TP,FP,FN,precision,recall,avg_pre_processing_time,avg_classification_time,avg_total_time,avg_level_weights,std_level_weights
1,TotalFace,0.0,0.0,0.0,0.0,0.0,799.4801209569379,25.78010779142587,25.851937732727396,0.005301498103126232,-0.0020700352607180748
1,NonFace,0.0,0.0,0.0,0.0,0.0,379.39263760827043,16.458593868627812,16.505853136605243,-1.2611463138068146,-0.744383577777267
17,BioID,0.002629848783694988,0.011176857330703477,-0.002629848783694936,-0.00797934010777801,0.002629848783694988,9285.818892206757,51.0617469465626,52.40607675266219,0.23097821046942058,1.1300839533529738
17,SoF,0.001126972201352383,-0.012772351615326832,-0.0011269722013523553,0.010277037429888836,0.001126972201352383,11224.22904596337,31.6474959386891,32.45995061459484,-0.702633154224692,0.4223343746993536
17,mit_cbcl,-0.0044999999999999485,-0.001,0.004500000000000004,0.0010575686167366705,-0.0044999999999999485,5343.228612507602,11.495511284381243,13.30418097837576,-4.929637940860395,0.017322007127364827
17,caltech,0.0022222222222222365,0.12222222222222223,-0.0022222222222222222,-0.04777756939234812,0.0022222222222222365,13733.817008446113,20.23263282458856,20.650192598680984,-1.422188118474591,10.31712520162482
17,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,6192.181558444774,5.614197702766824,6.804948488162033,-0.963871439641551,6.217935819948243
17,orl,-0.0050000000000000044,0.0024999999999999996,0.0050000000000000044,-0.002680851063829759,-0.0050000000000000044,5958.070695046596,23.88217619476074,26.65079095297892,-0.29804057767448106,-1.4643886076480852
17,TotalFace,-0.00041678243956655425,0.005279244234509595,0.00041678243956655425,-0.004367373552333409,-0.00041678243956655425,9355.634672582823,29.699111260092547,30.564926682805254,-1.8488141492533534,0.21190673386074999
17,NonFace,-0.02148227712137485,0.03329752953813109,0.0,0.0,-0.0239137064587559,8117.199345720405,17.108156442958215,18.162905609532885,6.374270322414585,2.8432581677416935
15,BioID,0.002629848783694988,0.011176857330703477,-0.002629848783694936,-0.00797934010777801,0.002629848783694988,7405.507641451833,47.23443805196525,48.305602765141444,0.30259866676790637,0.9560884448824785
15,SoF,0.001126972201352383,-0.012772351615326832,-0.0011269722013523553,0.010277037429888836,0.001126972201352383,9322.182978114088,29.198305517384494,29.872870970995603,-0.6610753016084657,0.41947132964996703
15,mit_cbcl,-0.0044999999999999485,-0.001,0.004500000000000004,0.0010575686167366705,-0.0044999999999999485,4793.87221011787,13.917470179119599,15.5389615615013,-4.929637940860395,0.017322007127364827
15,caltech,0.0022222222222222365,0.12222222222222223,-0.0022222222222222222,-0.04777756939234812,0.0022222222222222365,12633.387626457848,19.315493376043804,19.69957451530003,-1.009913161076241,9.176602914010571
15,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,6652.846372670858,34.971516298871805,36.24528238325612,-0.963871439641551,6.217935819948243
15,orl,-0.0050000000000000044,0.0024999999999999996,0.0050000000000000044,-0.002680851063829759,-0.0050000000000000044,5481.673462115478,24.45769126112798,27.00377284818407,-0.4747538539632199,-1.0533511386712198
15,TotalFace,-0.00041678243956655425,0.005279244234509595,0.00041678243956655425,-0.004367373552333409,-0.00041678243956655425,7945.372138132467,28.113554949814358,28.848589471750525,-1.7993992037984845,0.17267557821387577
15,NonFace,-0.02148227712137485,0.03329752953813109,0.0,0.0,-0.0239137064587559,10078.634977181704,28.805670340513483,30.1143036432645,6.662525404109802,2.8869990640434757
11,BioID,0.002629848783694988,0.011176857330703477,-0.002629848783694936,-0.00797934010777801,0.002629848783694988,3862.087943315109,-1.4113272336959088,-0.848906680177777,0.34463843673589645,0.9277543126147255
11,SoF,0.001126972201352383,-0.012772351615326832,-0.0011269722013523553,0.010277037429888836,0.001126972201352383,6129.7102746280525,13.427386583822853,13.871359460798946,-0.7115568606964938,0.411671590997842
11,mit_cbcl,-0.0044999999999999485,-0.001,0.004500000000000004,0.0010575686167366705,-0.0044999999999999485,3169.8874038602194,0.6951383033069198,1.7702149990701708,-4.929637940860395,0.017322007127364827
11,caltech,0.0022222222222222365,0.12222222222222223,-0.0022222222222222222,-0.04777756939234812,0.0022222222222222365,8107.189189587171,16.450067061516684,16.696418934791208,-1.4795375759241602,10.611497641159339
11,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,4269.785469213841,13.935909507886246,14.755048120665515,-0.963871439641551,6.217935819948243
11,orl,-0.0050000000000000044,0.0024999999999999996,0.0050000000000000044,-0.002680851063829759,-0.0050000000000000044,3135.32665924719,-1.5693200224100856,-0.10579110424191462,-0.4747538539632199,-1.0533511386712198
11,TotalFace,-0.00041678243956655425,0.005279244234509595,0.00041678243956655425,-0.004367373552333409,-0.00041678243956655425,4988.512763507659,11.359557404346145,11.821633941194678,-1.8403628906619618,0.2142818966375594
11,NonFace,-0.02148227712137485,0.03329752953813109,0.0,0.0,-0.0239137064587559,5238.835743224365,15.272427433677965,15.952611017434826,6.374270322414585,2.8432581677416935
19,BioID,0.002629848783694988,0.011176857330703477,-0.002629848783694936,-0.00797934010777801,0.002629848783694988,10579.91117167454,40.49048762406928,42.02474100417724,0.28360556584145147,1.0262472456089402
19,SoF,0.001126972201352383,-0.012772351615326832,-0.0011269722013523553,0.010277037429888836,0.001126972201352383,13642.250270873496,26.594026912186063,27.582369372010003,-0.6845510676996258,0.41900604899366933
19,mit_cbcl,-0.0044999999999999485,-0.001,0.004500000000000004,0.0010575686167366705,-0.0044999999999999485,5819.58418341815,5.4352818260978495,7.407600153935502,-4.929637940860395,0.017322007127364827
19,caltech,0.0022222222222222365,0.12222222222222223,-0.0022222222222222222,-0.04777756939234812,0.0022222222222222365,15836.477862394333,18.502430627289165,18.984066213360293,-1.422188118474591,10.31712520162482
19,yale,0.0,0.006060606060606061,0.0,-0.0060240963855421326,0.0,8908.639756732988,20.537978365570982,22.248703159488734,-0.963871439641551,6.217935819948243
19,orl,-0.0050000000000000044,0.0024999999999999996,0.0050000000000000044,-0.002680851063829759,-0.0050000000000000044,6176.79865932982,3.947604994189122,6.8275685266963055,-0.4747538539632199,-1.0533511386712198
19,TotalFace,-0.00041678243956655425,0.005279244234509595,0.00041678243956655425,-0.004367373552333409,-0.00041678243956655425,10989.455395282881,24.780015298384477,25.79797054658508,-1.8428030665105968,0.20800646467570477
19,NonFace,-0.02148227712137485,0.03329752953813109,0.0,0.0,-0.0239137064587559,9928.695884170003,22.46141919988339,23.751354374891324,6.217328062466521,2.7271031889930395
21,BioID,0.002629848783694988,0.011176857330703477,-0.002629848783694936,-0.00797934010777801,0.002629848783694988,12300.085117562414,41.94817278171556,43.73262456565634,0.28360556584145147,1.0262472456089402
21,SoF,0.001126972201352383,-0.012772351615326832,-0.0011269722013523553,0.010277037429888836,0.001126972201352383,15834.600701461406,26.569904691282236,27.717388717223436,-0.6880810946053338,0.4121480956710567
21,mit_cbcl,-0.0044999999999999485,-0.001,0.004500000000000004,0.0010575686167366705,-0.0044999999999999485,7134.020230735475,8.185758691003029,10.60303663971569,-4.929637940860395,0.017322007127364827
