preProcessing,dataset,TP,FP,FN,precision,recall,avg_pre_processing_time,avg_classification_time,avg_total_time,avg_level_weights,std_level_weights
ViolaJones,BioID,0.9704142011834319,0.16502301117685733,0.029585798816568046,0.8546612623045744,0.9704142011834319,5.946063116370808e-06,0.04084001941420118,0.04084596547731756,7.505936769617853,2.8752198373139666
ViolaJones,SoF,0.7704733283245679,0.2265214124718257,0.229526671675432,0.7727957799547852,0.7704733283245679,7.219873779113448e-06,0.09945559134522916,0.09946281121900827,4.999960983363322,3.755745925331646
ViolaJones,mit_cbcl,0.938,0.002,0.062,0.997872340425532,0.938,5.1955600000000004e-06,0.015310668538000002,0.015315864098,7.607365228054085,3.005710114060431
ViolaJones,caltech,0.9977777777777778,0.5311111111111111,0.0022222222222222222,0.6526162790697675,0.9977777777777778,8.14918e-06,0.2676289041377778,0.26763705331777776,8.487965212565097,2.921383734433186
ViolaJones,yale,1.0,0.0,0.0,1.0,1.0,5.87158787878788e-06,0.030500070018181814,0.030505941606060606,9.706449512970478,2.3535583753095635
ViolaJones,orl,0.935,0.005,0.065,0.9946808510638298,0.935,4.8408625000000004e-06,0.010370958292500001,0.010375799154999999,7.782431151284982,3.1056530360882095
ViolaJones,TotalFace,0.887885523756599,0.15268130036121144,0.11211447624340094,0.8532710280373832,0.887885523756599,6.283227841066963e-06,0.06767208842706307,0.06767837165490413,6.734548123953668,3.5462717326820234
ViolaJones,NonFace,0.6831364124597207,0.4908700322234157,0,1,0.5818847209515096,5.535725026852847e-06,0.042506825447905475,0.042512361172932334,0.7043907796591045,1.4539347851906197
